"",,123,,4,,15,,6,,32,,22,,0,,4,,9,,2,,16,,3,,5,,5,,"قائمة اتحاد القوىالشبابية",,41
"",,1 108,,52,,75,,114,,61,,28,,12,,3,,82,,6,,528,,36,,9,,102,,قائمة حزب آفاق تونس,,42
"",,151,,6,,11,,20,,25,,15,,3,,3,,6,,5,,23,,7,,6,,21,,قائمة أول الغيث,,43
"",,277,,8,,23,,15,,26,,11,,3,,6,,116,,5,,27,,9,,15,,13,,قائمة غدا......أفضل,,44
"",,221,,9,,38,,11,,41,,16,,12,,7,,16,,4,,39,,13,,5,,10,,قائمة صوت المستقل,,45
"",,1 076,,12,,802,,37,,21,,12,,11,,2,,29,,13,,70,,9,,44,,14,,"قائمة المستقلة  17ديسمبر",,46
"",,522,,19,,67,,28,,73,,37,,12,,40,,47,,25,,83,,35,,9,,47,,"قائمة المنارة  الشعبيةالاجتماعية",,47
"",,400,,10,,25,,34,,23,,11,,2,,57,,16,,7,,159,,9,,2,,45,,قائمة القــــــرار,,48
"",,285,,8,,35,,11,,33,,14,,7,,9,,8,,5,,114,,15,,9,,17,,قائمة العهد,,49
"",,469,,7,,43,,32,,44,,104,,5,,3,,10,,6,,123,,66,,9,,17,,قائمة المستقلة الشعانبي,,50
"",,714,,13,,19,,50,,427,,26,,4,,15,,14,,8,,52,,12,,54,,20,,قائمة الحزب الاشتراكي,,51
"",,949,,517,,22,,81,,103,,16,,3,,4,,20,,4,,130,,17,,8,,24,,"قائمة الاتحاد من أجلتونس",,52
"",,334,,25,,28,,29,,24,,66,,7,,4,,35,,7,,69,,12,,11,,17,,"قائمة حزب التكتلالشعبي من أجل تونس",,53
"",,466,,15,,31,,25,,119,,62,,9,,13,,17,,11,,90,,16,,34,,24,,قائمة صقور الحرية,,54
"",,28 362,,1 403,,1 694,,2 087,,4 054,,3 018,,763,,1 133,,2 645,,1 139,,6 303,,1 562,,724,,1 837,,قائمة حركة نداء تونس,,55
"",,2 180,,31,,162,,141,,59,,38,,21,,24,,1 255,,139,,114,,39,,19,,138,,قائمة حزب التكتل,,56
"",,689,,32,,86,,93,,86,,54,,10,,40,,44,,27,,123,,42,,15,,37,,قائمة الأمـــــل,,57
208,8,25,10,23,9,0,8,12,8,84,3,9,9,"قائمة الحركةالديمقراطية للإصلاح",58
244,15,30,14,39,12,3,10,22,12,37,12,17,21,قائمة الشعب يريد,59
975,30,164,105,89,32,2,30,63,17,282,45,30,86,قائمة صوت القصرين,60
282,10,21,122,36,8,2,2,13,4,35,15,9,5,"قائمة الجبهة الوطنيةللإنقاذ",61
876,136,205,75,36,14,21,26,42,39,156,17,5,104,"قائمة حزب التحالفالديمقراطي",62
757,47,58,104,60,20,6,18,68,33,250,45,14,34,قائمة القصرين أولا,63
253,10,37,9,22,7,7,6,28,5,95,9,7,11,"قائمة حركة الشبابالوطني التونس ي",64
573,17,46,37,45,24,7,16,27,10,246,29,21,48,قائمة أحرار القصرين,65
225,2,28,15,19,2,4,5,9,5,102,12,3,19,قائمة الذهبية المستقلة,66
888,18,138,127,45,130,9,66,14,21,198,20,7,95,قائمة الحركة الدستورية,67
148,4,55,13,14,7,5,3,10,1,20,5,2,9,"قائمة الربيع العربيلتحقيق السيادة",68
3 441,81,297,556,557,93,49,70,198,51,927,188,44,330,"قائمة حزب الاتحادالوطني الحر",69
104 193,5 387,9 745,9 876,15 642,7 966,2 469,3 754,8 222,3 104,22 213,5 301,3 189,7 325,الأصوات المصرح بها لكل,
